bank_id,category_id,offer_title,merchant_details,offer_details_1,offer_details_2,offer_validity,discount,image_url,more_details_url,merchant_contact
10,1,10% SAVINGS at Ramada Colombo - Alhambra Restaurant,Ramada Colombo - Alhambra Restaurant,"Enjoy 10% savings with your Nations Trust Bank American Express Credit Card

Valid on food and beverage for dine-in

Valid till 31st January 2025

For reservations, call 0763435865 / 0777864864","Valid for one card per bill.
Not applicable at BAKED and Delivery Arm.
Valid for dine-in only at the above-mentioned outlets. The offer is applicable to high tea, buffets, and à la carte menus.
Cannot be combined with any other special promotions or events.
All rights and conditions are reserved by the hotel.
Maximum savings is LKR 30,000
Any purchases exceeding LKR 3,000 for Christmas goodies are eligible for the 10% discount.
Prior reservation is required before visiting the outlet.",Valid till 31st January 2025,10% SAVINGS,https://www.americanexpress.lk/images/offers/dining/alhambra-indian-restaurant.jpg,https://www.americanexpress.lk/en/offers/dining-offers/ramada-colombo-alhambra-restaurant,0763435865
10,1,10% SAVINGS at Ramada - Oasis Lounge,Ramada - Oasis Lounge,"Enjoy 10% savings with your Nations Trust Bank American Express Credit Card

Valid on food and beverage for dine-in

Valid till 31st January 2025

For reservations, call 0763435865 / 0777864864","Valid for one card per bill.
Not applicable at BAKED and Delivery Arm.
Valid for dine-in only at the above-mentioned outlets. The offer is applicable to high tea, buffets, and à la carte menus.
Cannot be combined with any other special promotions or events.
All rights and conditions are reserved by the hotel.
Maximum savings is LKR 30,000
Any purchases exceeding LKR 3,000 for Christmas goodies are eligible for the 10% discount.
Prior reservation is required before visiting the outlet.",Valid till 31st January 2025,10% SAVINGS,https://www.americanexpress.lk/images/specialOffers/Ramada_logo_600x600.png,https://www.americanexpress.lk/en/offers/dining-offers/ramada-oasis-lounge,0763435865
10,1,10% SAVINGS at Ramada - Secret Garden,Ramada - Secret Garden,"Enjoy 10% savings with your Nations Trust Bank American Express Credit Card

Valid on food and beverage for dine-in

Valid till 31st January 2025

For reservations, call 0763435865 / 0777864864","Valid for one card per bill.
Not applicable at BAKED and Delivery Arm.
Valid for dine-in only at the above-mentioned outlets. The offer is applicable to high tea, buffets, and à la carte menus.
Cannot be combined with any other special promotions or events.
All rights and conditions are reserved by the hotel.
Maximum savings is LKR 30,000
Any purchases exceeding LKR 3,000 for Christmas goodies are eligible for the 10% discount.
Prior reservation is required before visiting the outlet.",Valid till 31st January 2025,10% SAVINGS,https://www.americanexpress.lk/images/specialOffers/Ramada_logo_600x600.png,https://www.americanexpress.lk/en/offers/dining-offers/ramada-secret-garden,0763435865
10,1,UP TO 25% SAVINGS at Taj Samudra Colombo - Ports of Call,Taj Samudra Colombo - Ports of Call,"Enjoy up to 25% savings with your Nations Trust Bank American Express Credit Card

20% Savings,

Valid on food for lunch and dinner
Valid till 28th February 2025
For reservations, call 0112446622

25% Savings,

Valid for lunch and dinner 
Maximum savings: LKR 4,000 
Valid from 14th to 17th January 2025",,Valid till 28th February 2025,UP TO 25% SAVINGS,https://www.americanexpress.lk/images/new-logos/portsofcall.png,https://www.americanexpress.lk/en/offers/dining-offers/taj-colombo-ports-of-call,011244662225
10,1,10% SAVINGS at Maharaja Palace,Maharaja Palace,"Enjoy 10% savings with your Nations Trust Bank American Express Credit Card

Valid on total bill

Maximum savings: LKR 5,000

Valid from 13th to 19th January 2025

For reservations, call 0114886000 / 0112677878 / 0726783140 /0770552156",,Valid from 13th to 19th January 2025,10% SAVINGS,https://www.americanexpress.lk/images/New_Project_84.jpg,https://www.americanexpress.lk/offers/dining-offers/maharaja-palace,0114886000
10,1,10% SAVINGS at V Eleven One,V Eleven One,"Enjoy 10% savings with your Nations Trust Bank American Express Credit Card

Valid on dine-in

Valid for bills above LKR 5,000

Valid from 14th to 17th January 2025

For reservations, call 0112633911",,Valid from 14th to 17th January 2025,10% SAVINGS,https://www.americanexpress.lk/images/offers/dining/v_eleven_one.jpg,https://www.americanexpress.lk/en/offers/dining-offers/v-eleven-one-at,0112633911
10,1,10% SAVINGS at Waters Edge - The Bakery at the Edge,Waters Edge - The Bakery at the Edge,"Enjoy 10% savings with your Nations Trust Bank American Express Corporate Card

Valid on full cakes

Valid from 1st January to 31st December 2025

For more information, call 0117208777",,Valid from 1st to 31st December 2025,10% SAVINGS,https://www.americanexpress.lk/images/specialOffers/thebakery_.jpg,https://www.americanexpress.lk/en/offers/dining-offers/waters-edge-the-bakery-at-the-edge,0117208777
10,1,20% SAVINGS at Galle Face Hotel - 1864 Limited Edition,Galle Face Hotel - 1864 Limited Edition,"Enjoy 20% savings with your Nations Trust Bank American Express Credit Card

Valid on food for lunch and dinner

Maximum savings: LKR 8,000

Valid from 1st January to 28th February 2025

For reservations call, 0742601641",,Valid from 1st January to 28th February 2025,20% SAVINGS,https://www.americanexpress.lk/images/offers/dining/1684.jpg,https://www.americanexpress.lk/en/offers/dining-offers/1864-limited-edition,
10,1,10% SAVINGS at Ramada Colombo - Gardenia Coffee Shop,Ramada Colombo - Gardenia Coffee Shop,"Enjoy 10% savings with your Nations Trust Bank American Express Credit Card

Valid on food and beverage for dine-in

Valid till 31st January 2025

For reservations, call 0763435865 / 0777864864",,Valid till 31st January 2025,10% SAVINGS,https://www.americanexpress.lk/images/offers/dining/gardenia-coffee-shop.jpg,https://www.americanexpress.lk/en/offers/dining-offers/ramada-colombo-gardenia-coffee-shop,0763435865
10,1,10% SAVINGS at Cinnamon Lakeside - Goodies and Banquet Bookings,Cinnamon Lakeside - Goodies and Banquet Bookings,"Enjoy 10% savings with your Nations Trust Bank American Express Corporate Card

Valid on goodies and banquet bookings (Excluding wedding)

Valid till 31st December 2025

For reservations, call 0112491000",10% savings applicable on cakes and goodies,Valid till 31st December 2025,10% SAVINGS,https://www.americanexpress.lk/images/specialOffers/wellness/cinnamon-lakeside.jpg,https://www.americanexpress.lk/en/offers/dining-offers/cinnamon-lakeside,0112491000
10,1,10% SAVINGS at The Governor's Restaurant - Mount Lavinia Hotel,The Governor's Restaurant - Mount Lavinia Hotel,"Enjoy 10% savings with your Nations Trust Bank American Express Credit Card

Valid on Lunch & Dinner buffet

Valid from 1st January to 31st January 2025

For reservations,

Call: 0112711711

Email: fbreservations@mountlaviniahotel.com",,Valid from 1st to 31st January 2025,10% SAVINGS,https://www.americanexpress.lk/images/specialOffers-bk/mounthotel_600x600.jpg,https://www.americanexpress.lk/en/offers/dining-offers/the-governor-s-restaurant-mount-lavinia-hotel,0112711711
10,1,15% SAVINGS at Mount Lavinia Hotel,Mount Lavinia Hotel,"Enjoy 20% savings with your Nations Trust Bank American Express Credit Cards

20% wedding savings and 12 month 0% installment plan

Valid till 25th January 2025

For reservations, call

0776551814
0773660458",,Valid till 25th January 2025,15% SAVINGS,https://www.americanexpress.lk/images/specialOffers-bk/mounthotel_600x600.jpg,https://www.americanexpress.lk/en/offers/dining-offers/mount-lavinia-hotel-2,07765518140773660458
10,1,15% SAVINGS at Diner’s Lounge Restaurant,Diner’s Lounge Restaurant,"Enjoy 15% savings with your Nations Trust Bank American Express Credit Cards.

Valid on the à la carte menu dine-in & takeaway orders

Valid till 31st January 2025

For more details call 0770078686","This promotion will not be valid for private function, buffet and set menu packs.
Not valid for other ongoing promotions.",Valid till 31st January 2025,15% SAVINGS,https://www.americanexpress.lk/images/specialOffers/New_Project_25.png,https://www.americanexpress.lk/en/offers/dining-offers/diner-s-lounge-restaurant-2,0770078686
10,1,20% SAVINGS at Waters Edge - Kobe at the Edge,Waters Edge - Kobe at the Edge,"Enjoy 20% savings on dine-in with your Nations Trust Bank American Express Credit Card

Valid on lunch and dinner

Maximum savings LKR 4000

Valid from 1st to 31st January 2025

For reservations, call 0775249725",,Valid from 1st January to 31st January 2025,20% SAVINGS,https://www.americanexpress.lk/images/specialOffers/waters_edge.jpg,https://www.americanexpress.lk/en/offers/dining-offers/waters-edge-kobe-at-the-edge,0775249725
10,1,15% SAVINGS at Finagle Lanka (Pvt) Ltd,Finagle Lanka (Pvt) Ltd,"Enjoy 15% savings with your Nations Trust Bank American Express Credit Card

Valid on bills above LKR 3,000

Valid from 10th to 20th January 2025

Outlets,

Pelawatte-0117460888
Jawatta-0767611761
Dehiwala-0771711710
Borella-0773373370
Colpetty-0777217211
Nugegoda-0777488748
Kelaniya-0778333833
Wattala-0777227229
Malabe-0777207720",,Valid till 20th February 2025,15% SAVINGS,https://www.americanexpress.lk/images/offers/dining/Finagle.jpg,https://www.americanexpress.lk/en/offers/dining-offers/finagle-lanka-pvt-ltd-2,
10,2,UP TO 25% SAVINGS at Stafford Estate Bungalow,Stafford Estate Bungalow,"Enjoy up to 25% savings with your Nations Trust Bank American Express Credit Card

20% savings for direct clients

Valid from 1st November 2024 to 31st January 2025

Blackout dates: Offer not valid from 20th December 2024 to 05th January 2025

For reservations, call 0761377659","Offer is valid for Sri Lankans & Resident Visa holders only.
All rates are inclusive of taxes & service charge.
Payment: 100% payment to be done to confirm the booking.
Half Board Includes: Breakfast, Afternoon Tea, Dinner & a Tea Experience Walk
Full Board Includes: Breakfast, Lunch, Afternoon Tea, Dinner & a Tea Experience Walk
Cancellation policy:
Any cancellations prior to 14 days of travelling will be refunded completely
Any cancellations within 13 days of travelling will be charged 100%",Valid till 31st January 2025,UP TO 25% SAVINGS,https://www.americanexpress.lk/images/specialOffers/lodging/Stafford_Estate_Bungalow.jpg,https://www.americanexpress.lk/en/offers/lodging-offers/stafford-estate-bungalow,0761377659
10,2,15% SAVINGS at Araliya Hotels and Resorts,Araliya Hotels and Resorts,"Enjoy 15% savings with your Nations Trust Bank American Express Credit Card

Valid till 31st March 2025

For reservations, call 0704700829/ 0522226000","Not applicable for the family room
Booking should be under the cardholder's name
Payments on arrival
Check-in time is 2 pm and checkout time before 12 pm",Valid till 31st March 2025,15% SAVINGS,https://www.americanexpress.lk/images/specialOffers/lodging/araliya.jpg,https://www.americanexpress.lk/en/offers/lodging-offers/araliya-hotels-and-resorts-hotel-resort-offers-in-sri-lanka-american-express-credit-card-offers,0704700829
10,2,UP TO 25% SAVINGS at Senani Hotel,Senani Hotel,"Enjoy up to 25% savings with your Nations Trust Bank American Express Credit Card

25% for DBL FB 
20% from TPL FB

Valid till 30th April 2025

For reservations, call 0772208699","Xmas & New Year Gala Dinner supplement will applicable for 24th & 31st Night December 2024
Sinhala & Hindu New Year Supplements will be Applicable for the relevant period",Valid till 30th April 2025,UP TO 25% SAVINGS,https://www.americanexpress.lk/images/Senani_Hotel.png,https://www.americanexpress.lk/en/offers/lodging-offers/senani-hotel,0772208699
10,2,25% SAVINGS at Nyne Hotels - Landesi,Nyne Hotels - Landesi,"25% savings with your Nations Trust Bank American Express Credit Card

Valid on BB, HB, and FB basis

Valid from 8th November 2024 to 16th April 2025 (Blackout dates : 20th December 2024 to 10th January 2025)

For reservations, call 077966252 (Sholina) or 0761377659 (Diendra)",,Valid from 8th November 2024 to 16th April 2025,25% SAVINGS,https://www.americanexpress.lk/images/specialOffers/lodging/landesi2.jpg,https://www.americanexpress.lk/en/offers/lodging-offers/landesi-galle,077966252
10,2,25% SAVINGS at Nyne Hotels - Leela Walauwwa,Nyne Hotels - Leela Walauwwa,"25% savings with your Nations Trust Bank American Express Credit Card

Valid on BB, HB, and FB basis

Valid from 8th November 2024 to 16th April 2025

For reservations, call 077966252 (Sholina) or 0761377659 (Diendra)",,Valid from 8th November 2024 to 16th April 2025,25% SAVINGS,https://www.americanexpress.lk/images/specialOffers/lodging/leela-walauwwa.jpg,https://www.americanexpress.lk/en/offers/lodging-offers/leela-walauwwa-induruwa,077966252
10,2,25% SAVINGS at Nyne Hotels - Mayur Lodge,Nyne Hotels - Mayur Lodge,"25% savings with your Nations Trust Bank American Express Credit Card

Valid on BB, HB, and FB basis

Valid from 8th November 2024 to 16th April 2025

For reservations, call 077966252 (Sholina) or 0761377659 (Diendra)",,Valid from 8th November 2024 to 16th April 2025,25% SAVINGS,https://www.americanexpress.lk/images/specialOffers/lodging/mayur.jpg,https://www.americanexpress.lk/en/offers/lodging-offers/mayur-lodge-yala,077966252
10,2,25% SAVINGS at Nyne Hotels - The Muse,Nyne Hotels - The Muse,"25% savings with your Nations Trust Bank American Express Credit Card

Valid on BB, HB, and FB basis

Valid from 8th November 2024 to 16th April 2025

For reservations, call 077966252 (Sholina) & 0761377659 (Diendra)",,Valid from 8th November 2024 16th April 2025,25% SAVINGS,https://www.americanexpress.lk/images/specialOffers/lodging/the_muse2.jpg,https://www.americanexpress.lk/en/offers/lodging-offers/the-muse-bentota,077966252
10,2,25% SAVINGS at Nyne Hotels - Rock Villa,Nyne Hotels - Rock Villa,"25% savings with your Nations Trust Bank American Express Credit Card

Valid on BB, HB, and FB basis

Valid from 8th November 2024 to 16th April 2025

For reservations, call 077966252 (Sholina) or 0761377659 (Diendra)",,Valid from 8th November 2024 to 16th April 2025,25% SAVINGS,https://www.americanexpress.lk/images/specialOffers/lodging/rock_villa2.jpg,https://www.americanexpress.lk/en/offers/lodging-offers/rock-villa-bentota,077966252
10,2,25% SAVINGS at Aprota Villas - Luxury Boutique Hotel - Arugambay,Aprota Villas - Luxury Boutique Hotel - Arugambay,"Enjoy 25% savings from the Sri Lankan rates with your Nations Trust Bank American Express Credit Card.

Valid till 30th April 2025

For reservations 0706667778 | marketing@aprota.com",,Valid till 30th April 2025,25% SAVINGS,https://www.americanexpress.lk/images/specialOffers/lodging/aporto.jpg,https://www.americanexpress.lk/en/offers/lodging-offers/aprota-villas-luxury-boutique-hotel-arugambay,
10,2,UP TO 25% SAVINGS at Pelwehera Village Resort – Dambulla,Pelwehera Village Resort – Dambulla,"Enjoy up to 25% savings with your Nations Trust Bank American Express Credit Card

25% savings on FB DBL
20% savings on FB TPL

Valid till 30th April 2025

For reservations, Call 0772208699",,Valid till 30th April 2025,UP TO 25% SAVINGS,https://www.americanexpress.lk/images/specialOffers/lodging/Pelwehera-600-x-600.jpg,https://www.americanexpress.lk/en/offers/lodging-offers/pelwehera-village-resort-dambulla,0772208699
10,2,20% SAVINGS at Calamansi Cove Villas by Jetwing,Calamansi Cove Villas by Jetwing,"Enjoy 20% savings with Nations Trust Bank American Express Credit Cards

• Weekend Complimentary Cocktails: For stays of 2 nights or more, guests will enjoy free-flow cocktails from 5-7 pm on Saturday.

• Complimentary Spa Treatment: For stays of 3 nights, offer a 60-minute complimentary in-room spa treatment.

For reservations, call +94 70 770 9537 or email reservations@calamansicovevillas.com
 
Valid from 19th December 2024 to 31st March 2025",,Valid from 19th December 2024 to 31st March 2025,20% SAVINGS,https://www.americanexpress.lk/images/specialOffers/lodging/calamansi-cove-villas-by-jetwing.jpg,https://www.americanexpress.lk/en/offers/lodging-offers/calamansi-cove-villas-by-jetwing,
10,2,10% SAVINGS at Sunrise Pasikuda,Sunrise Pasikuda,"Enjoy 10% savings with your Nations Trust Bank American Express Credit Card

Valid on Half Board bookings

Added benefits: free bicycle ride (1 Hour)

Valid till 31st December 2025

For Reservations,

Call: 0652058866
Email: reservations.p@sunrisehotels.lk / sales.p@sunrisehotels.lk","Cardholder(s) is/are to settle the total bill payment via NTB Credit Cards(s) to be eligible for the
offer mentioned herein.
 This offer cannot be used in conjunction with other promotional offers, or other payment modes
and cannot be exchanged for cash.
 The rooms are reserved subject to availability.
 Room discount is not applicable for extras, however, the above-mentioned discounts are
applicable for the additional services.
 Sunrise Hotel, Pasikuda may restrict certain services/facilities as per the health guidelines and
protocols.
 General terms and conditions of Sunrise, Pasikuda will apply.
 Offer is valid only for Sri Lankan Nationals and resident visa holders.
 Please note the offer is not applicable for corporate outings and day outings, gift vouchers, or
pre-confirmed bookings to be combined with other offers or reservations made through any
other platforms.
 Sunrise, Pasikuda agrees to handle all disputes professionally with NTB and sometimes with the
Cardholder directly, the decision of the respective service establishment NTB Bank shall be final.
 Sunrise, Pasikuda will ensure that the goods & services sold are of good quality always NTB
Bank accepts no liability for the quality of goods and services provided by the service
establishments involved in this promotion since the Bank is not the supplier of such goods and
services.
 The General Credit Card Terms and Conditions will continue to apply.",Valid till 31st December 2025,10% SAVINGS,https://www.americanexpress.lk/images/specialOffers/lodging/WhatsApp_Image_2024-06-26_at_102649_AM-modified.png,https://www.americanexpress.lk/en/offers/lodging-offers/sunrise-pasikuda,0652058866
10,2,SPECIAL SAVINGS at Tribe Yala,Tribe Yala,"Enjoy special savings with Nations Trust Bank American Express Credit Cards

Valid till 31st March 2025

Room Type
	
Meal Plan
	
01-Dec-24 to 19-Dec-24
	
20-Dec-24 to 05-Jan-25
	
06-Jan-25 to 31-Mar-25


Deluxe Tent
	
FB
	
71,250
	
90,250
	
80,750


Luxury Tent
	
FB
	
80,750
	
99,750
	
90,250


Super Luxury Tent
	
FB
	
90,250
	
109,250
	
99,750

For reservations, call 0765880880 or info@tribeyala.com","Christmas Eve and New Years Eve Supplements will be applicable
Rooms are subject to availability
The cardholder should be present at the property throughout the stay
Offer valid on HB & FB basis
Rates are inclusive of taxes & service charges
Rooms are subjected to availability
Offer cannot be combined with any other promotions
50% advance payment to be made to secure the booking",Valid till 31st March 2025,SPECIAL SAVINGS,https://www.americanexpress.lk/images/Tribe_Yala_2.jpg,https://www.americanexpress.lk/en/offers/lodging-offers/tribe-yala-2,0765880880
10,2,UP TO 40% SAVINGS at Uppuveli Beach By DSK,Uppuveli Beach By DSK,"Enjoy up to 40% savings with your Nations Trust Bank American Express Credit Card

Beach Bliss (Room Category 1) - Full Board Double after saving LKR 41,400 
Breeze bliss (Room Category 2) - Full Board Double after saving LKR 39,000
Garden Bliss (Room Category 3) - Full Board Double after saving LKR 36,000 Full Board Double

Valid till 31st March 2025

For reservations, call 0777140488",,Valid till 31st March 2025,UP TO 40% SAVINGS,https://www.americanexpress.lk/images/specialOffers/lodging/Credit_Card_Offer_Photos__1.jpg,https://www.americanexpress.lk/en/offers/lodging-offers/uppuveli-beach-by-dsk,0777140488
10,2,15% SAVINGS at Araliya Resorts & Spa,Araliya Resorts & Spa,"Enjoy 15% savings with your Nations Trust Bank American Express Credit Card

Valid till 31st March 2025

For reservations, call 0704700829/ 0522226000","Not applicable for the family room
Booking should be under the cardholder's name
Payments on arrival
Check-in time is 2 pm and checkout time before 12 pm",Valid till 31st March 2025,15% SAVINGS,https://www.americanexpress.lk/images/specialOffers/lodging/araliya.jpg,https://www.americanexpress.lk/en/offers/lodging-offers/araliya-resorts-spa,0704700829
